timestamp_ns,mode,e2e,dataset,text_mix,style_mix,cols,rows,frames_total,warmup_frames,seed,time_min_ns,time_median_ns,time_p95_ns,time_max_ns,time_mean_ns,cpu_time_ns,cpu_user_ns,cpu_sys_ns,page_faults_minor,page_faults_major,page_faults_minor_min,page_faults_minor_median,page_faults_minor_p95,page_faults_minor_max,page_faults_minor_mean,page_faults_major_min,page_faults_major_median,page_faults_major_p95,page_faults_major_max,page_faults_major_mean,max_rss_bytes,bytes_total,bytes_mean,dirty_ratio_mean,style_runs_mean,pmc_cycles_min,pmc_cycles_median,pmc_cycles_p95,pmc_cycles_max,pmc_cycles_mean,pmc_instructions_min,pmc_instructions_median,pmc_instructions_p95,pmc_instructions_max,pmc_instructions_mean,pmc_cache_misses_min,pmc_cache_misses_median,pmc_cache_misses_p95,pmc_cache_misses_max,pmc_cache_misses_mean,pmc_cache_references_min,pmc_cache_references_median,pmc_cache_references_p95,pmc_cache_references_max,pmc_cache_references_mean,pmc_branches_min,pmc_branches_median,pmc_branches_p95,pmc_branches_max,pmc_branches_mean,pmc_branch_misses_min,pmc_branch_misses_median,pmc_branch_misses_p95,pmc_branch_misses_max,pmc_branch_misses_mean
1770222398548653000,diff_redraw,1,unicode_stress_width_churn,grapheme_stress,themed,200,60,20000,1000,69420,112542,230333,302458,572416,233067,3884058000,2902619000,981439000,0,0,0,0,0,0,0,0,0,0,0,0,15990784,0,0.000000,0.212603,575.404474,325673,488599,579819,876610,488577,979982,1388224,1566166,2168577,1378057,505,1231,1490,2730,1229,NA,NA,NA,NA,NA,130644,177343,198172,212515,176270,3897,6324,7529,9108,6275
1770222405729184000,diff_redraw,1,unicode_stress_width_churn,grapheme_stress,churn,200,60,20000,1000,69420,241875,501187,881542,17396500,556711,6224224000,4024665000,2199559000,0,0,0,0,0,0,0,0,0,0,0,0,16089088,0,0.000000,0.212215,3780.325105,524324,860197,1046491,1512177,863503,1638018,2550509,2928748,3584746,2535038,468,1451,1744,2914,1455,NA,NA,NA,NA,NA,203120,307957,350775,388578,306040,5700,9380,11071,15330,9319
1770222419522594000,diff_redraw,1,unicode_stress_style_flicker,common,flat,200,60,20000,1000,69420,14125,14958,17000,190333,15177,1028335000,903604000,124731000,0,0,0,0,0,0,0,0,0,0,0,0,16154624,0,0.000000,0.000000,1.000000,67305,78632,85036,263320,78849,247921,250711,250867,671088,250815,183,1130,1291,3557,1142,NA,NA,NA,NA,NA,31017,31017,31017,31017,31017,102,104,106,239,104
1770222421796918000,diff_redraw,1,unicode_stress_style_flicker,common,themed,200,60,20000,1000,69420,3961500,4961354,5842750,51901125,5066878,26947147000,10369827000,16577320000,0,0,0,0,0,0,0,0,0,0,0,0,16203776,0,0.000000,1.000000,10497.000000,4288135,4667615,4940367,6059025,4691930,15908572,16581303,16709554,17162900,16582836,3023,3840,4258,5505,3863,NA,NA,NA,NA,NA,1961661,1964725,1967883,1967883,1964863,3727,3925,4184,11044,3960
1770222525029720000,diff_redraw,1,unicode_stress_style_flicker,common,churn,200,60,20000,1000,69420,4418333,5079187,5928708,58795583,5191530,28601714000,11237960000,17363754000,0,0,0,0,0,0,0,0,0,0,0,0,16252928,0,0.000000,1.000000,10510.000000,4346725,4746005,5021689,6187718,4770773,16080469,16672919,16814933,17210504,16677413,3443,4016,4457,6041,4044,NA,NA,NA,NA,NA,1936443,1941677,1947527,1948831,1941860,5096,5472,5967,19414,5552
1770222630880995000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,flat,200,60,20000,1000,69420,22083,23125,26292,93958,23609,1239467000,1122510000,116957000,0,0,0,0,0,0,0,0,0,0,0,0,16351232,0,0.000000,0.000000,1.000000,99270,108284,117506,279768,108800,427450,428176,428463,463590,428294,240,1079,1341,3045,1092,NA,NA,NA,NA,NA,59449,59449,59449,59449,59449,30,36,46,3073,38
1770222633372241000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,themed,200,60,20000,1000,69420,4512000,5176750,6031917,58210584,5288890,27201017000,10481489000,16719528000,0,0,0,0,0,0,0,0,0,0,0,0,16449536,0,0.000000,1.000000,9933.000000,4118279,4607756,4894681,6448455,4633412,15579138,16184622,16309694,16997709,16186093,3375,3957,4369,5575,3978,NA,NA,NA,NA,NA,1877446,1881242,1883743,1883743,1881090,5976,6226,6565,16384,6280
1770222741050725000,diff_redraw,1,unicode_stress_style_flicker,grapheme_stress,churn,200,60,20000,1000,69420,4327375,5169916,6070792,61331208,5281245,28112651000,11049357000,17063294000,0,0,0,0,0,0,0,0,0,0,0,0,16547840,0,0.000000,1.000000,10030.000000,4335558,4715170,5005262,6311950,4739268,15677874,16412199,16556198,16984601,16414346,3474,4126,4552,5769,4150,NA,NA,NA,NA,NA,1864934,1872804,1879989,1882956,1873865,7383,7948,8668,26703,8060
1770222848906385000,diff_redraw,1,unicode_dynamic_rect_churn,common,flat,200,60,20000,1000,69420,27958,51625,66916,1446791,52201,1391116000,1129238000,261878000,0,0,0,0,0,0,0,0,0,0,0,0,16613376,0,0.000000,0.122163,149.469895,99030,142167,170087,380698,143273,342560,464506,534688,879849,464102,212,1260,1531,3210,1273,NA,NA,NA,NA,NA,43099,60367,70424,85183,60673,510,1168,1536,2151,1177
1770222851883183000,diff_redraw,1,unicode_dynamic_rect_churn,common,themed,200,60,20000,1000,69420,65916,247417,486708,10864208,269479,3157017000,1935304000,1221713000,0,0,0,0,0,0,0,0,0,0,0,0,16662528,0,0.000000,0.127273,1118.769000,144258,379049,536364,930511,386458,492166,1269711,1726401,2426670,1282017,239,1457,1815,2671,1478,NA,NA,NA,NA,NA,63797,153893,208305,293889,155332,679,2138,2966,5486,2162
1770222859355877000,diff_redraw,1,unicode_dynamic_rect_churn,common,churn,200,60,20000,1000,69420,98083,378250,793000,17390084,435300,4176679000,2413989000,1762690000,0,0,0,0,0,0,0,0,0,0,0,0,16711680,0,0.000000,0.127593,4591.645158,197267,520914,735960,1203080,532882,628919,1694177,2273679,3149772,1712734,338,1508,2019,2804,1553,NA,NA,NA,NA,NA,75978,200621,267665,369446,202398,1108,3500,4929,7743,3547
1770222870390284000,diff_redraw,1,unicode_dynamic_rect_churn,grapheme_stress,flat,200,60,20000,1000,69420,41209,73042,97042,226833,74672,1864025000,1539327000,324698000,0,0,0,0,0,0,0,0,0,0,0,0,16809984,0,0.000000,0.120998,149.469895,143014,193840,230017,391750,196372,522243,648439,726815,928883,650316,497,1075,1356,2878,1087,NA,NA,NA,NA,NA,70688,86363,95732,110298,86638,574,1492,2032,3498,1512
1770222874195783000,diff_redraw,1,unicode_dynamic_rect_churn,grapheme_stress,themed,200,60,20000,1000,69420,94333,281333,577958,22383791,310137,3803833000,2454524000,1349309000,0,0,0,0,0,0,0,0,0,0,0,0,16908288,0,0.000000,0.127520,1083.236684,195305,436319,600125,1058584,444582,708580,1473897,1929585,2630387,1485966,314,1212,1537,2781,1224,NA,NA,NA,NA,NA,93623,181151,234474,318308,182544,786,2568,3586,8745,2617
1770222882892600000,diff_redraw,1,unicode_dynamic_rect_churn,grapheme_stress,churn,200,60,20000,1000,69420,106792,387209,869208,36807792,461925,4610616000,2830861000,1779755000,0,0,0,0,0,0,0,0,0,0,0,0,17022976,0,0.000000,0.127976,4207.976316,225531,564950,771465,1408361,576274,804410,1855916,2423814,3190764,1874396,334,1383,1768,2324,1394,NA,NA,NA,NA,NA,105295,223281,287561,379788,225053,1307,3994,5590,12085,4058
1770222992940289000,full_redraw,1,typical_app_panel_swap,common,flat,200,60,20000,1000,69420,96458,144584,171500,466417,146676,1724128000,879474000,844654000,91,0,0,0,0,7,0,0,0,0,0,0,12222464,0,0.000000,0.096083,475.000000,210185,255137,307285,539266,260546,949520,987016,996515,1105341,986800,206,300,520,1281,336,NA,NA,NA,NA,NA,143475,143475,143475,143492,143475,155,167,185,2574,169
1770222997607163000,full_redraw,1,typical_app_panel_swap,common,themed,200,60,20000,1000,69420,199750,350208,539583,9597792,391150,3319471000,1483921000,1835550000,90,0,0,0,0,6,0,0,0,0,0,0,14483456,0,0.000000,0.096083,843.000000,423454,543640,670840,967699,556001,1900298,2004066,2025405,2620213,2003244,281,592,799,1347,626,NA,NA,NA,NA,NA,255957,255957,255957,255988,255957,415,496,643,6154,528
1770223007266220000,full_redraw,1,typical_app_panel_swap,common,churn,200,60,20000,1000,69420,958375,1320792,1664125,18631459,1345565,8936128000,3684588000,5251540000,0,0,0,0,0,0,0,0,0,0,0,0,14827520,0,0.000000,0.096083,3137.000000,1303500,1520575,1809363,2343808,1546653,5112553,5390998,5434016,5938708,5386321,730,1324,1449,1969,1330,NA,NA,NA,NA,NA,637225,637225,637225,637257,637225,1872,2814,3716,16448,2898
1770223036040302000,full_redraw,1,typical_app_panel_swap,grapheme_stress,flat,200,60,20000,1000,69420,112208,227791,312041,24036250,240983,2499109000,1126807000,1372302000,0,0,0,0,0,0,0,0,0,0,0,0,14958592,0,0.000000,0.096083,475.000000,259244,331857,437297,702714,341746,1150195,1205039,1219195,1857178,1204790,163,368,835,1395,409,NA,NA,NA,NA,NA,150100,150100,150100,150128,150100,151,169,219,4095,195
1770223042774612000,full_redraw,1,typical_app_panel_swap,grapheme_stress,themed,200,60,20000,1000,69420,268000,483396,759958,2173750,522019,4282019000,1781330000,2500689000,0,0,0,0,0,0,0,0,0,0,0,0,15089664,0,0.000000,0.096083,840.000000,526525,622329,817310,1238392,641583,2099695,2220711,2246713,2683044,2219929,289,708,906,1343,729,NA,NA,NA,NA,NA,262255,262255,262255,262274,262255,405,506,849,6318,580
1770223055192918000,full_redraw,1,typical_app_panel_swap,grapheme_stress,churn,200,60,20000,1000,69420,976625,1366375,1770875,26077833,1402412,8946983000,3700439000,5246544000,0,0,0,0,0,0,0,0,0,0,0,0,15237120,0,0.000000,0.096083,2867.000000,1251220,1440684,1752649,2414785,1469904,4730473,4995433,5044509,5407171,4991040,716,1318,1468,1962,1327,NA,NA,NA,NA,NA,576420,576427,576427,576427,576426,1817,3112,4673,18365,3278
1770223085222363000,full_redraw,1,typical_app_cursor_moves,common,flat,200,60,20000,1000,69420,104375,163125,196250,1136667,166394,1985272000,1011235000,974037000,3,0,0,0,0,1,0,0,0,0,0,0,15368192,0,0.000000,0.000166,475.000000,209081,256835,325099,510410,263341,961955,1000135,1013024,1568872,1000427,155,285,534,1329,327,NA,NA,NA,NA,NA,146429,146443,146443,146471,146440,169,183,202,2858,189
1770223090362196000,full_redraw,1,typical_app_cursor_moves,common,themed,200,60,20000,1000,69420,256500,393083,587375,8631250,439864,3837633000,1712385000,2125248000,0,0,0,0,0,0,0,0,0,0,0,0,15450112,0,0.000000,0.000166,843.000000,426803,550414,696443,1036765,565481,1922041,2018547,2040325,2149030,2018210,253,632,811,1401,655,NA,NA,NA,NA,NA,258966,258980,258980,258980,258977,425,507,680,5980,545
1770223101054106000,full_redraw,1,typical_app_cursor_moves,common,churn,200,60,20000,1000,69420,1063792,1427958,1674125,25863708,1433768,9502833000,3903346000,5599487000,0,0,0,0,0,0,0,0,0,0,0,0,15532032,0,0.000000,0.000166,3137.000000,1342051,1540027,1808154,2345868,1563288,5131818,5398061,5445898,5614832,5393164,743,1348,1464,1976,1352,NA,NA,NA,NA,NA,640122,640142,640142,640142,640138,1890,2788,3755,15879,2894
1770223131715822000,full_redraw,1,typical_app_cursor_moves,grapheme_stress,flat,200,60,20000,1000,69420,198959,257792,321917,1806500,264726,2805442000,1265333000,1540109000,0,0,0,0,0,0,0,0,0,0,0,0,15597568,0,0.000000,0.000166,475.000000,285928,340625,450339,669786,351315,1194781,1239163,1255770,1885200,1239602,162,338,940,1320,397,NA,NA,NA,NA,NA,153698,153713,153713,153729,153709,175,194,258,4331,215
1770223138968619000,full_redraw,1,typical_app_cursor_moves,grapheme_stress,themed,200,60,20000,1000,69420,322875,552187,743584,2093667,569613,4637540000,1933645000,2703895000,0,0,0,0,0,0,0,0,0,0,0,0,15663104,0,0.000000,0.000166,840.000000,523054,627507,813455,1124903,646650,2141296,2254269,2280559,2568627,2253156,297,761,925,1486,779,NA,NA,NA,NA,NA,265627,265642,265642,265643,265638,413,500,782,7312,553
1770223152376943000,full_redraw,1,typical_app_cursor_moves,grapheme_stress,churn,200,60,20000,1000,69420,1127334,1521145,1811666,34958000,1544734,9819769000,4070189000,5749580000,0,0,0,0,0,0,0,0,0,0,0,0,15761408,0,0.000000,0.000166,2867.000000,1239679,1455821,1768235,2361317,1484696,4775467,5023672,5082678,5336319,5018529,768,1430,1564,2178,1434,NA,NA,NA,NA,NA,579988,580005,580005,580023,580001,1766,3214,4858,17757,3385
1770223185290372000,full_redraw,1,unicode_stress_width_churn,common,flat,200,60,20000,1000,69420,136250,193000,251000,15308959,202303,3032563000,1920471000,1112092000,0,0,0,0,0,0,0,0,0,0,0,0,15826944,0,0.000000,0.207320,134.629579,235172,295434,390418,581635,305746,954808,998555,1013560,1244917,998984,135,349,437,1446,362,NA,NA,NA,NA,NA,141825,144141,145472,146467,144068,1653,1967,2233,4679,2004
1770223191865713000,full_redraw,1,unicode_stress_width_churn,common,themed,200,60,20000,1000,69420,273917,402375,631541,3604209,437559,5058784000,2793297000,2265487000,0,0,0,0,0,0,0,0,0,0,0,0,15876096,0,0.000000,0.207358,598.499105,471844,535715,719600,988068,556784,1716556,1818021,1851827,2073815,1817667,239,550,706,1224,562,NA,NA,NA,NA,NA,231374,236699,238357,239676,236270,2126,2512,3239,7099,2616
1770223203339985000,full_redraw,1,unicode_stress_width_churn,common,churn,200,60,20000,1000,69420,1528042,2025437,2352083,41505584,2074467,14401098000,6610251000,7790847000,0,0,0,0,0,0,0,0,0,0,0,0,15925248,0,0.000000,0.207901,4039.098105,1736970,1939619,2472771,3325375,2004553,6249961,6650251,6745007,7016218,6642354,698,1260,1436,2079,1271,NA,NA,NA,NA,NA,769748,787399,792897,796561,784202,5830,8381,10218,22660,8496
1770223247434835000,full_redraw,1,unicode_stress_width_churn,grapheme_stress,flat,200,60,20000,1000,69420,221000,326458,443708,14107125,344146,4336140000,2430789000,1905351000,0,0,0,0,0,0,0,0,0,0,0,0,16023552,0,0.000000,0.212802,134.629579,332444,416907,579387,852609,433424,1270823,1351654,1385885,1733306,1352635,139,269,443,1168,292,NA,NA,NA,NA,NA,152229,154754,156153,157469,154609,1926,2382,3215,7264,2502
1770223257206269000,full_redraw,1,unicode_stress_width_churn,grapheme_stress,themed,200,60,20000,1000,69420,366875,626583,879584,2282167,621197,5821026000,3035063000,2785963000,0,0,0,0,0,0,0,0,0,0,0,0,16121856,0,0.000000,0.212603,575.404474,556446,650237,899929,1222771,674699,2027611,2151167,2191701,2415714,2152487,244,515,663,1107,526,NA,NA,NA,NA,NA,239669,246217,248047,249604,245656,2377,3172,4635,9812,3358
1770223272554425000,full_redraw,1,unicode_stress_width_churn,grapheme_stress,churn,200,60,20000,1000,69420,1731500,2250188,2593583,32297167,2274437,15105891000,7005918000,8099973000,0,0,0,0,0,0,0,0,0,0,0,0,16220160,0,0.000000,0.212215,3780.325105,1618625,2017925,2521635,3439776,2078673,6304761,6694845,6795555,7201201,6690081,758,1400,1567,2151,1410,NA,NA,NA,NA,NA,745457,761196,766212,769685,758614,6670,10869,13367,25787,10975
1770223320861796000,full_redraw,1,unicode_stress_style_flicker,common,flat,200,60,20000,1000,69420,144458,185437,228125,429375,189496,2362898000,1244247000,1118651000,0,0,0,0,0,0,0,0,0,0,0,0,16285696,0,0.000000,0.000000,1.000000,211001,253885,317415,553511,260949,932371,960305,974804,1368945,960876,151,302,763,1275,327,NA,NA,NA,NA,NA,138509,138509,138509,138537,138509,52,60,82,3821,65
1770223326699974000,full_redraw,1,unicode_stress_style_flicker,common,themed,200,60,20000,1000,69420,4693958,5508083,6533792,60754209,5717855,29413051000,11127962000,18285089000,0,0,0,0,0,0,0,0,0,0,0,0,16334848,0,0.000000,1.000000,10497.000000,4302677,4626268,4943192,6454120,4658855,15474442,16126538,16293660,16890853,16132205,1085,1435,1563,2158,1440,NA,NA,NA,NA,NA,1908681,1911745,1914903,1914903,1911883,3570,3797,4250,12077,3873
1770223442964949000,full_redraw,1,unicode_stress_style_flicker,common,churn,200,60,20000,1000,69420,4644000,5375271,6239666,64541250,5474702,29803320000,11555109000,18248211000,0,0,0,0,0,0,0,0,0,0,0,0,16384000,0,0.000000,1.000000,10510.000000,4356446,4702919,4993139,6119629,4729416,15682774,16246884,16405117,16893719,16252254,1300,1609,1751,2346,1618,NA,NA,NA,NA,NA,1883399,1888633,1894483,1895787,1888816,4905,5378,5883,20059,5457
1770223554563864000,full_redraw,1,unicode_stress_style_flicker,grapheme_stress,flat,200,60,20000,1000,69420,222000,361000,532917,2795792,380383,3860702000,1633523000,2227179000,0,0,0,0,0,0,0,0,0,0,0,0,16482304,0,0.000000,0.000000,1.000000,331284,405582,542991,867591,420724,1304800,1374985,1403304,2147998,1376883,166,332,691,1191,360,NA,NA,NA,NA,NA,150788,150788,150788,150794,150788,45,63,273,6674,113
1770223564462594000,full_redraw,1,unicode_stress_style_flicker,grapheme_stress,themed,200,60,20000,1000,69420,4755708,5641041,6652541,58293000,5783192,29110656000,11046649000,18064007000,0,0,0,0,0,0,0,0,0,0,0,0,16580608,0,0.000000,1.000000,9933.000000,4132780,4549663,4870998,6137844,4581146,15140432,15729428,15903028,16514916,15734395,1211,1540,1672,2134,1544,NA,NA,NA,NA,NA,1823332,1827128,1829629,1829629,1826976,5861,6125,6576,16540,6198
1770223682136461000,full_redraw,1,unicode_stress_style_flicker,grapheme_stress,churn,200,60,20000,1000,69420,4672959,5554666,6560875,64284750,5686183,29858143000,11597387000,18260756000,0,0,0,0,0,0,0,0,0,0,0,0,16678912,0,0.000000,1.000000,10030.000000,4344315,4662035,4979282,6913378,4691982,15361999,15967847,16150039,16677752,15973316,1270,1715,1883,2315,1725,NA,NA,NA,NA,NA,1810833,1818703,1825888,1828855,1819764,7264,7852,8664,24324,7987
1770223797985921000,full_redraw,1,unicode_dynamic_rect_churn,common,flat,200,60,20000,1000,69420,136084,195792,240000,1093500,200438,2605246000,1446147000,1159099000,0,0,0,0,0,0,0,0,0,0,0,0,16744448,0,0.000000,0.122163,149.469895,201719,270446,333571,602264,276532,929565,963675,989884,1488541,966870,173,327,401,1497,338,NA,NA,NA,NA,NA,136871,140011,141817,144846,140078,291,794,1117,4529,805
1770223804344077000,full_redraw,1,unicode_dynamic_rect_churn,common,themed,200,60,20000,1000,69420,405125,693291,961125,17973917,716841,6142633000,2865312000,3277321000,0,0,0,0,0,0,0,0,0,0,0,0,16793600,0,0.000000,0.127273,1118.769000,526076,753223,991779,1484737,771278,1941997,2569732,2976353,3649866,2581419,243,646,807,1391,652,NA,NA,NA,NA,NA,248722,322630,369594,449573,323862,863,2466,3550,9747,2526
1770223821138580000,full_redraw,1,unicode_dynamic_rect_churn,common,churn,200,60,20000,1000,69420,1893041,2365542,2723917,34876792,2410718,15866889000,6840726000,9026163000,0,0,0,0,0,0,0,0,0,0,0,0,16842752,0,0.000000,0.127593,4591.645158,1921488,2178436,2682849,3587484,2229877,6857802,7344913,7693495,8379622,7364858,664,1409,1589,2288,1418,NA,NA,NA,NA,NA,823624,866353,904164,973130,868875,4843,8412,10703,25164,8538
1770223871856154000,full_redraw,1,unicode_dynamic_rect_churn,grapheme_stress,flat,200,60,20000,1000,69420,245834,324833,467500,8424292,347296,3736189000,1763322000,1972867000,0,0,0,0,0,0,0,0,0,0,0,0,16941056,0,0.000000,0.120998,149.469895,300321,393062,563688,826319,411220,1277118,1341362,1380120,1502912,1344912,160,291,400,1154,308,NA,NA,NA,NA,NA,148830,151428,152986,156573,151513,309,874,1507,7014,959
